Establishment ID,Establishment Type,Severity,Inspection Date
10627798,Restaurant,M - Minor,2023-10-18
10627798,Restaurant,N/A - Not Applicable,2024-04-17
10747912,Restaurant,S - Significant,2023-01-26
10747912,Restaurant,N/A - Not Applicable,2023-08-11
10393226,Food Take Out,N/A - Not Applicable,2023-01-04
10393226,Food Take Out,N/A - Not Applicable,2023-06-21
10393226,Food Take Out,M - Minor,2023-11-09
10393226,Food Take Out,M - Minor,2024-01-08
10393226,Food Take Out,M - Minor,2024-01-08
10393226,Food Take Out,M - Minor,2024-01-08
10393226,Food Take Out,S - Significant,2024-01-08
10393226,Food Take Out,M - Minor,2024-01-08
10393226,Food Take Out,S - Significant,2024-01-08
10319751,Restaurant,N/A - Not Applicable,2022-08-24
10319751,Restaurant,M - Minor,2023-04-05
10319751,Restaurant,NA - Not Applicable,2023-04-05
10319751,Restaurant,M - Minor,2023-09-12
10319751,Restaurant,NA - Not Applicable,2023-09-12
10319751,Restaurant,M - Minor,2024-02-15
10319751,Restaurant,M - Minor,2024-02-15
10468961,Restaurant,M - Minor,2023-04-12
10468961,Restaurant,M - Minor,2023-04-12
10468961,Restaurant,M - Minor,2023-04-12
10468961,Restaurant,M - Minor,2024-03-04
10468961,Restaurant,M - Minor,2024-03-04
10638297,Restaurant,C - Crucial,2022-10-14
10638297,Restaurant,S - Significant,2022-10-14
10638297,Restaurant,S - Significant,2022-10-14
10638297,Restaurant,NA - Not Applicable,2022-10-14
10638297,Restaurant,S - Significant,2022-10-14
10638297,Restaurant,N/A - Not Applicable,2022-10-17
10638297,Restaurant,N/A - Not Applicable,2023-01-09
10638297,Restaurant,N/A - Not Applicable,2023-05-23
10638297,Restaurant,N/A - Not Applicable,2023-09-26
10692655,Restaurant,N/A - Not Applicable,2023-01-06
10692655,Restaurant,M - Minor,2023-02-21
10692655,Restaurant,S - Significant,2023-08-02
10692655,Restaurant,M - Minor,2023-08-02
10692655,Restaurant,M - Minor,2023-10-26
10692655,Restaurant,M - Minor,2024-02-15
10692655,Restaurant,M - Minor,2024-02-15
10723688,Restaurant,M - Minor,2023-02-14
10723688,Restaurant,NA - Not Applicable,2023-02-14
10723688,Restaurant,M - Minor,2023-02-14
10723688,Restaurant,S - Significant,2023-02-14
10723688,Restaurant,M - Minor,2023-02-14
10723688,Restaurant,N/A - Not Applicable,2023-11-20
10723688,Restaurant,N/A - Not Applicable,2024-01-31
10740515,Restaurant,S - Significant,2022-09-13
10740515,Restaurant,S - Significant,2023-01-09
10740515,Restaurant,C - Crucial,2023-08-01
10740515,Restaurant,S - Significant,2023-08-01
10740515,Restaurant,N/A - Not Applicable,2023-08-08
10788605,Food Take Out,N/A - Not Applicable,2023-07-27
10788605,Food Take Out,N/A - Not Applicable,2023-09-13
10788605,Food Take Out,S - Significant,2024-04-09
10788605,Food Take Out,S - Significant,2024-04-09
10796436,Food Take Out,N/A - Not Applicable,2023-10-20
10796436,Food Take Out,M - Minor,2024-04-15
10778648,Food Take Out,M - Minor,2023-04-19
10778648,Food Take Out,N/A - Not Applicable,2023-06-30
10778648,Food Take Out,N/A - Not Applicable,2023-09-19
10778648,Food Take Out,N/A - Not Applicable,2024-01-12
10644331,Food Take Out,NA - Not Applicable,2022-09-06
10615580,Food Take Out,N/A - Not Applicable,2022-09-07
10615580,Food Take Out,M - Minor,2023-04-24
10615580,Food Take Out,M - Minor,2023-04-24
10615580,Food Take Out,S - Significant,2023-12-29
10615580,Food Take Out,M - Minor,2023-12-29
10615580,Food Take Out,M - Minor,2023-12-29
10615580,Food Take Out,M - Minor,2024-03-25
9006509,Restaurant,NA - Not Applicable,2022-07-12
9006509,Restaurant,S - Significant,2022-07-12
9006509,Restaurant,M - Minor,2022-07-12
9006509,Restaurant,M - Minor,2022-07-12
9006509,Restaurant,S - Significant,2022-07-12
9006509,Restaurant,S - Significant,2023-04-20
9006509,Restaurant,N/A - Not Applicable,2023-05-19
9006509,Restaurant,N/A - Not Applicable,2023-08-28
9006509,Restaurant,M - Minor,2023-10-26
9006509,Restaurant,M - Minor,2023-10-26
9006509,Restaurant,S - Significant,2023-10-26
9006509,Restaurant,M - Minor,2024-03-27
9006509,Restaurant,S - Significant,2024-03-27
9006509,Restaurant,S - Significant,2024-03-27
9006509,Restaurant,M - Minor,2024-03-27
10749939,Restaurant,N/A - Not Applicable,2022-12-14
10749939,Restaurant,M - Minor,2023-03-24
10749939,Restaurant,M - Minor,2023-03-24
10749939,Restaurant,M - Minor,2023-10-26
10775825,Food Take Out,S - Significant,2023-03-09
10775825,Food Take Out,S - Significant,2023-03-09
10775825,Food Take Out,S - Significant,2023-03-09
10775825,Food Take Out,M - Minor,2023-03-09
10775825,Food Take Out,M - Minor,2023-03-09
10775825,Food Take Out,N/A - Not Applicable,2023-04-05
10775825,Food Take Out,N/A - Not Applicable,2023-11-13
10775825,Food Take Out,S - Significant,2024-03-25
10775825,Food Take Out,S - Significant,2024-03-25
10775825,Food Take Out,NA - Not Applicable,2024-03-25
10775825,Food Take Out,S - Significant,2024-03-25
10775825,Food Take Out,N/A - Not Applicable,2024-04-24
10789728,Restaurant,N/A - Not Applicable,2023-08-09
10769896,Food Take Out,M - Minor,2022-12-07
10769896,Food Take Out,M - Minor,2022-12-07
10769896,Food Take Out,M - Minor,2022-12-07
10769896,Food Take Out,M - Minor,2023-06-06
10769896,Food Take Out,M - Minor,2023-12-20
10716299,Restaurant,N/A - Not Applicable,2023-04-06
10768074,Restaurant,N/A - Not Applicable,2022-11-09
10768074,Restaurant,M - Minor,2023-03-22
10768074,Restaurant,M - Minor,2023-03-22
10768074,Restaurant,M - Minor,2023-10-18
10768074,Restaurant,M - Minor,2024-05-09
10742884,Restaurant,N/A - Not Applicable,2022-10-05
10742884,Restaurant,N/A - Not Applicable,2023-05-30
10742884,Restaurant,NA - Not Applicable,2024-02-07
10767486,Restaurant,S - Significant,2022-11-02
10767486,Restaurant,M - Minor,2022-11-02
10767486,Restaurant,M - Minor,2022-11-02
10767486,Restaurant,M - Minor,2022-11-02
10767486,Restaurant,M - Minor,2023-03-23
10767486,Restaurant,S - Significant,2023-03-23
10767486,Restaurant,S - Significant,2023-08-10
10767486,Restaurant,M - Minor,2023-08-10
10767486,Restaurant,S - Significant,2023-10-05
10767486,Restaurant,C - Crucial,2023-10-05
10767486,Restaurant,S - Significant,2023-10-05
10767486,Restaurant,M - Minor,2023-10-05
10767486,Restaurant,N/A - Not Applicable,2023-10-18
10767486,Restaurant,N/A - Not Applicable,2024-02-15
10478148,Restaurant,M - Minor,2022-06-23
10478148,Restaurant,M - Minor,2022-06-23
10478148,Restaurant,NA - Not Applicable,2023-04-24
10478148,Restaurant,M - Minor,2023-04-24
10690446,Restaurant,M - Minor,2023-02-28
10690446,Restaurant,M - Minor,2023-02-28
10690446,Restaurant,M - Minor,2023-08-02
10690446,Restaurant,M - Minor,2024-01-23
10690446,Restaurant,M - Minor,2024-01-23
10718216,Food Take Out,S - Significant,2022-08-22
10718216,Food Take Out,C - Crucial,2023-02-23
10718216,Food Take Out,M - Minor,2023-02-23
10718216,Food Take Out,C - Crucial,2023-02-23
10718216,Food Take Out,M - Minor,2023-02-23
10718216,Food Take Out,N/A - Not Applicable,2023-03-01
10718216,Food Take Out,M - Minor,2023-08-22
10718216,Food Take Out,M - Minor,2023-08-22
10718216,Food Take Out,M - Minor,2023-10-13
10718216,Food Take Out,M - Minor,2023-10-13
10718216,Food Take Out,M - Minor,2023-10-13
10718216,Food Take Out,M - Minor,2023-10-13
10718216,Food Take Out,NA - Not Applicable,2023-10-13
10718216,Food Take Out,NA - Not Applicable,2024-04-17
10718216,Food Take Out,S - Significant,2022-08-16
10718216,Food Take Out,C - Crucial,2022-08-16
10718216,Food Take Out,S - Significant,2022-08-16
10718216,Food Take Out,C - Crucial,2022-08-16
10718216,Food Take Out,S - Significant,2022-08-16
10718216,Food Take Out,M - Minor,2022-08-16
10718216,Food Take Out,M - Minor,2022-08-16
10718216,Food Take Out,C - Crucial,2022-08-16
10775830,Restaurant,N/A - Not Applicable,2023-03-09
10775830,Restaurant,S - Significant,2023-08-16
10775830,Restaurant,S - Significant,2023-08-16
10775830,Restaurant,C - Crucial,2023-08-16
10775830,Restaurant,M - Minor,2023-08-16
10775830,Restaurant,S - Significant,2023-08-16
10775830,Restaurant,M - Minor,2023-08-16
10775830,Restaurant,M - Minor,2023-08-17
10775830,Restaurant,M - Minor,2023-12-20
10775830,Restaurant,M - Minor,2023-12-20
10775830,Restaurant,M - Minor,2024-06-07
10775830,Restaurant,M - Minor,2024-06-07
10775830,Restaurant,NA - Not Applicable,2024-06-07
10793703,Restaurant,N/A - Not Applicable,2023-09-19
10747133,Restaurant,M - Minor,2022-08-02
10747133,Restaurant,M - Minor,2022-08-02
10747133,Restaurant,S - Significant,2022-08-02
10747133,Restaurant,N/A - Not Applicable,2022-10-21
10747133,Restaurant,S - Significant,2023-02-07
10747133,Restaurant,M - Minor,2023-02-07
10747133,Restaurant,N/A - Not Applicable,2023-05-19
10747133,Restaurant,M - Minor,2023-10-16
10747133,Restaurant,N/A - Not Applicable,2024-03-06
10747133,Restaurant,N/A - Not Applicable,2024-05-07
10730387,Food Take Out,NA - Not Applicable,2022-07-26
10730387,Food Take Out,S - Significant,2022-07-26
10730387,Food Take Out,NA - Not Applicable,2022-12-08
10730387,Food Take Out,S - Significant,2022-12-08
10730387,Food Take Out,M - Minor,2023-03-29
10730387,Food Take Out,NA - Not Applicable,2023-03-29
10730387,Food Take Out,N/A - Not Applicable,2023-05-08
10730387,Food Take Out,N/A - Not Applicable,2023-09-19
10730387,Food Take Out,N/A - Not Applicable,2024-02-05
10748943,Restaurant,N/A - Not Applicable,2023-03-24
10748943,Restaurant,N/A - Not Applicable,2023-08-08
10748943,Restaurant,N/A - Not Applicable,2023-11-07
10748943,Restaurant,N/A - Not Applicable,2024-04-09
10753547,Restaurant,M - Minor,2022-12-21
10753547,Restaurant,S - Significant,2022-12-21
10753547,Restaurant,N/A - Not Applicable,2023-04-13
10753547,Restaurant,N/A - Not Applicable,2023-09-08
10753547,Restaurant,N/A - Not Applicable,2024-04-15
10771099,Restaurant,N/A - Not Applicable,2022-12-29
10771099,Restaurant,N/A - Not Applicable,2023-02-22
10771099,Restaurant,S - Significant,2023-11-03
10771099,Restaurant,M - Minor,2023-11-03
10771099,Restaurant,M - Minor,2023-11-03
10780717,Restaurant,N/A - Not Applicable,2023-05-10
10780717,Restaurant,N/A - Not Applicable,2023-07-10
10780717,Restaurant,N/A - Not Applicable,2024-02-12
10798150,Restaurant,N/A - Not Applicable,2023-11-13
10798150,Restaurant,N/A - Not Applicable,2024-02-27
10440550,Food Take Out,N/A - Not Applicable,2023-04-24
10440550,Food Take Out,N/A - Not Applicable,2023-10-16
10440550,Food Take Out,N/A - Not Applicable,2024-05-03
10665118,Food Take Out,N/A - Not Applicable,2022-12-06
10665118,Food Take Out,M - Minor,2023-05-25
10665118,Food Take Out,M - Minor,2023-11-08
10665118,Food Take Out,N/A - Not Applicable,2024-05-01
10751329,Food Take Out,M - Minor,2022-11-18
10751329,Food Take Out,M - Minor,2022-11-18
10751329,Food Take Out,M - Minor,2023-03-03
10751329,Food Take Out,S - Significant,2023-03-03
10751329,Food Take Out,M - Minor,2023-07-28
10751329,Food Take Out,M - Minor,2023-07-28
10751329,Food Take Out,M - Minor,2023-07-28
10751329,Food Take Out,M - Minor,2023-11-24
10751329,Food Take Out,M - Minor,2024-03-15
10751329,Food Take Out,M - Minor,2024-03-15
10751329,Food Take Out,M - Minor,2024-03-15
10421903,Restaurant,N/A - Not Applicable,2022-10-18
10421903,Restaurant,S - Significant,2023-03-16
10421903,Restaurant,N/A - Not Applicable,2023-09-01
10421903,Restaurant,S - Significant,2023-11-08
10421903,Restaurant,M - Minor,2023-11-08
10421903,Restaurant,M - Minor,2023-11-08
10421903,Restaurant,S - Significant,2023-11-08
10421903,Restaurant,N/A - Not Applicable,2023-11-10
10421903,Restaurant,N/A - Not Applicable,2023-12-04
10421903,Restaurant,N/A - Not Applicable,2024-02-02
10696847,Restaurant,N/A - Not Applicable,2022-10-15
10696847,Restaurant,N/A - Not Applicable,2023-03-28
10696847,Restaurant,N/A - Not Applicable,2023-07-14
10696847,Restaurant,S - Significant,2023-10-05
10696847,Restaurant,N/A - Not Applicable,2024-01-19
10696847,Restaurant,N/A - Not Applicable,2024-05-24
10568761,Restaurant,M - Minor,2022-08-05
10568761,Restaurant,M - Minor,2022-08-05
10568761,Restaurant,M - Minor,2022-08-05
10568761,Restaurant,N/A - Not Applicable,2023-11-03
10768495,Restaurant,M - Minor,2022-11-16
10768495,Restaurant,M - Minor,2022-11-16
10768495,Restaurant,M - Minor,2023-01-12
10768495,Restaurant,N/A - Not Applicable,2023-05-10
10768495,Restaurant,S - Significant,2023-08-03
10768495,Restaurant,NA - Not Applicable,2023-08-03
10768495,Restaurant,M - Minor,2023-08-03
10768495,Restaurant,M - Minor,2023-11-27
10768495,Restaurant,M - Minor,2023-11-27
10768495,Restaurant,M - Minor,2024-02-14
10794466,Food Take Out,N/A - Not Applicable,2023-09-27
10794466,Food Take Out,N/A - Not Applicable,2024-04-05
10645146,Restaurant,M - Minor,2022-08-31
10645146,Restaurant,N/A - Not Applicable,2023-01-06
10645146,Restaurant,M - Minor,2023-11-14
10645146,Restaurant,S - Significant,2023-11-14
10645146,Restaurant,M - Minor,2024-03-07
10673620,Restaurant,N/A - Not Applicable,2022-11-29
10673620,Restaurant,M - Minor,2023-03-24
10673620,Restaurant,M - Minor,2023-03-24
10673620,Restaurant,S - Significant,2023-03-24
10673620,Restaurant,M - Minor,2023-03-24
10673620,Restaurant,N/A - Not Applicable,2023-07-07
10724979,Restaurant,M - Minor,2022-08-16
10724979,Restaurant,M - Minor,2022-08-16
10724979,Restaurant,NA - Not Applicable,2022-08-16
10724979,Restaurant,S - Significant,2023-03-06
10724979,Restaurant,M - Minor,2023-03-06
10724979,Restaurant,NA - Not Applicable,2023-07-04
10724979,Restaurant,N/A - Not Applicable,2023-12-11
10724979,Restaurant,N/A - Not Applicable,2024-04-09
10611845,Restaurant,N/A - Not Applicable,2022-09-22
10611845,Restaurant,S - Significant,2023-02-16
10611845,Restaurant,N/A - Not Applicable,2023-07-12
10611845,Restaurant,N/A - Not Applicable,2023-12-01
10611845,Restaurant,S - Significant,2024-05-14
10670858,Restaurant,S - Significant,2022-09-20
10670858,Restaurant,S - Significant,2022-09-20
10670858,Restaurant,M - Minor,2023-02-27
10670858,Restaurant,S - Significant,2023-02-27
10670858,Restaurant,M - Minor,2023-02-27
10670858,Restaurant,N/A - Not Applicable,2023-07-17
10670858,Restaurant,M - Minor,2024-03-26
10688033,Restaurant,M - Minor,2022-10-14
10688033,Restaurant,M - Minor,2022-10-14
10688033,Restaurant,M - Minor,2022-10-14
10688033,Restaurant,M - Minor,2022-10-14
10688033,Restaurant,N/A - Not Applicable,2023-12-12
10634401,Restaurant,N/A - Not Applicable,2022-09-13
10634401,Restaurant,N/A - Not Applicable,2023-02-22
10634401,Restaurant,N/A - Not Applicable,2023-07-19
10634401,Restaurant,N/A - Not Applicable,2024-02-09
10638714,Restaurant,M - Minor,2022-10-28
10638714,Restaurant,S - Significant,2022-10-28
10638714,Restaurant,S - Significant,2022-10-28
10638714,Restaurant,M - Minor,2022-10-28
10638714,Restaurant,N/A - Not Applicable,2022-11-01
10638714,Restaurant,M - Minor,2023-01-13
10638714,Restaurant,M - Minor,2023-01-13
10638714,Restaurant,M - Minor,2023-01-13
10564955,Restaurant,M - Minor,2022-12-19
10564955,Restaurant,M - Minor,2023-06-14
10564955,Restaurant,N/A - Not Applicable,2023-12-21
10564955,Restaurant,N/A - Not Applicable,2024-04-04
10564955,Restaurant,S - Significant,2024-05-22
10564955,Restaurant,M - Minor,2024-05-22
10564955,Restaurant,N/A - Not Applicable,2024-05-27
10692428,Restaurant,M - Minor,2023-01-05
10692428,Restaurant,C - Crucial,2023-01-05
10692428,Restaurant,N/A - Not Applicable,2023-01-11
10692428,Restaurant,N/A - Not Applicable,2023-05-12
10692428,Restaurant,M - Minor,2023-10-24
10692428,Restaurant,M - Minor,2024-02-16
10692428,Restaurant,M - Minor,2024-02-16
10692428,Restaurant,M - Minor,2024-02-16
10692428,Restaurant,M - Minor,2024-05-23
10692428,Restaurant,NA - Not Applicable,2024-05-23
10692428,Restaurant,M - Minor,2024-05-23
10803450,Restaurant,N/A - Not Applicable,2024-02-05
10803450,Restaurant,N/A - Not Applicable,2024-05-07
10664515,Restaurant,N/A - Not Applicable,2022-12-21
10664515,Restaurant,N/A - Not Applicable,2023-07-12
10664515,Restaurant,M - Minor,2024-04-15
10776641,Restaurant,C - Crucial,2023-03-21
10776641,Restaurant,S - Significant,2023-03-21
10776641,Restaurant,N/A - Not Applicable,2023-03-23
10776641,Restaurant,M - Minor,2023-08-22
10776641,Restaurant,M - Minor,2023-08-22
10776641,Restaurant,S - Significant,2023-08-22
10776641,Restaurant,S - Significant,2023-08-22
10776641,Restaurant,NA - Not Applicable,2023-08-22
10776641,Restaurant,C - Crucial,2023-08-22
10776641,Restaurant,S - Significant,2023-08-22
10776641,Restaurant,N/A - Not Applicable,2023-08-25
10393347,Restaurant,N/A - Not Applicable,2022-08-16
10393347,Restaurant,S - Significant,2023-05-02
10393347,Restaurant,M - Minor,2023-08-17
10393347,Restaurant,NA - Not Applicable,2023-08-17
10393347,Restaurant,M - Minor,2023-08-17
10393347,Restaurant,M - Minor,2024-04-04
10655193,Restaurant,N/A - Not Applicable,2022-10-04
10655193,Restaurant,M - Minor,2023-08-24
10655193,Restaurant,NA - Not Applicable,2023-08-24
10655193,Restaurant,M - Minor,2023-08-24
10655193,Restaurant,M - Minor,2024-04-15
10655193,Restaurant,M - Minor,2024-04-15
10616976,Restaurant,S - Significant,2023-05-10
10616976,Restaurant,C - Crucial,2023-05-10
10616976,Restaurant,S - Significant,2023-05-10
10616976,Restaurant,NA - Not Applicable,2023-05-10
10616976,Restaurant,N/A - Not Applicable,2023-05-16
10616976,Restaurant,S - Significant,2023-09-19
10616976,Restaurant,M - Minor,2023-09-19
10616976,Restaurant,M - Minor,2023-09-19
10616976,Restaurant,C - Crucial,2023-09-19
10616976,Restaurant,S - Significant,2023-09-19
10616976,Restaurant,NA - Not Applicable,2023-09-19
10616976,Restaurant,N/A - Not Applicable,2023-09-21
10616976,Restaurant,M - Minor,2024-02-07
10616976,Restaurant,M - Minor,2024-02-07
10616976,Restaurant,NA - Not Applicable,2024-02-07
10616976,Restaurant,M - Minor,2024-02-07
10616976,Restaurant,S - Significant,2024-02-07
10616976,Restaurant,M - Minor,2024-06-06
10589111,Food Take Out,N/A - Not Applicable,NA
10629038,Food Take Out,S - Significant,2022-10-24
10629038,Food Take Out,M - Minor,2023-02-21
10445407,Restaurant,N/A - Not Applicable,2022-08-31
10445407,Restaurant,N/A - Not Applicable,2023-03-09
10445407,Restaurant,N/A - Not Applicable,2023-10-18
10433043,Restaurant,N/A - Not Applicable,2022-12-28
10433043,Restaurant,M - Minor,2023-05-30
10433043,Restaurant,M - Minor,2023-05-30
10433043,Restaurant,S - Significant,2023-05-30
10433043,Restaurant,NA - Not Applicable,2023-05-30
10433043,Restaurant,NA - Not Applicable,2023-10-11
10433043,Restaurant,M - Minor,2023-10-11
10433043,Restaurant,M - Minor,2024-02-29
10433043,Restaurant,M - Minor,2024-02-29
10433043,Restaurant,M - Minor,2024-02-29
10579831,Food Take Out,M - Minor,2022-11-22
10579831,Food Take Out,M - Minor,2022-11-22
10579831,Food Take Out,M - Minor,2023-10-06
10579831,Food Take Out,M - Minor,2023-10-06
10579831,Food Take Out,M - Minor,2023-10-06
10579831,Food Take Out,M - Minor,2024-02-20
10579831,Food Take Out,M - Minor,2024-02-20
10752089,Restaurant,N/A - Not Applicable,2023-01-13
10752089,Restaurant,N/A - Not Applicable,2023-11-20
10606006,Restaurant,N/A - Not Applicable,2022-09-14
10606006,Restaurant,M - Minor,2023-06-14
10584238,Restaurant,N/A - Not Applicable,2022-08-25
10584238,Restaurant,N/A - Not Applicable,2023-02-28
10584238,Restaurant,N/A - Not Applicable,2024-02-13
10535075,Food Take Out,S - Significant,2022-11-21
10535075,Food Take Out,M - Minor,2022-11-21
10641765,Restaurant,S - Significant,2022-09-27
10641765,Restaurant,M - Minor,2023-03-23
10641765,Restaurant,M - Minor,2023-03-23
10641765,Restaurant,M - Minor,2023-03-23
10578388,Restaurant,M - Minor,2022-12-06
10578388,Restaurant,C - Crucial,2022-12-06
10578388,Restaurant,S - Significant,2022-12-06
10578388,Restaurant,S - Significant,2022-12-06
10578388,Restaurant,S - Significant,2022-12-06
10578388,Restaurant,M - Minor,2022-12-06
10578388,Restaurant,N/A - Not Applicable,2022-12-08
10578388,Restaurant,C - Crucial,2023-04-21
10578388,Restaurant,M - Minor,2023-04-21
10578388,Restaurant,NA - Not Applicable,2023-04-21
10578388,Restaurant,S - Significant,2023-04-21
10578388,Restaurant,M - Minor,2023-04-21
10578388,Restaurant,S - Significant,2023-04-21
10578388,Restaurant,S - Significant,2023-04-21
10578388,Restaurant,N/A - Not Applicable,2023-04-24
10578388,Restaurant,M - Minor,2023-08-29
10578388,Restaurant,M - Minor,2023-08-29
10578388,Restaurant,M - Minor,2023-12-15
10578388,Restaurant,M - Minor,2023-12-15
10578388,Restaurant,M - Minor,2023-12-15
10578388,Restaurant,S - Significant,2023-12-15
10578388,Restaurant,M - Minor,2024-04-25
10578388,Restaurant,M - Minor,2024-04-25
10578388,Restaurant,S - Significant,2024-04-25
10578388,Restaurant,C - Crucial,2024-04-25
10578388,Restaurant,S - Significant,2024-04-25
10578388,Restaurant,N/A - Not Applicable,2024-05-03
10661332,Food Take Out,M - Minor,2022-11-04
10661332,Food Take Out,N/A - Not Applicable,2023-11-03
10711461,Restaurant,M - Minor,2023-04-18
10711461,Restaurant,N/A - Not Applicable,2023-07-27
10711461,Restaurant,N/A - Not Applicable,2023-12-14
10711461,Restaurant,N/A - Not Applicable,2024-03-27
10788448,Restaurant,M - Minor,2023-07-25
10788448,Restaurant,N/A - Not Applicable,2023-08-16
10418768,Restaurant,S - Significant,2024-03-27
10418768,Restaurant,C - Crucial,2024-03-27
10418768,Restaurant,S - Significant,2024-03-27
10418768,Restaurant,S - Significant,2024-03-27
10418768,Restaurant,M - Minor,2024-03-27
10418768,Restaurant,S - Significant,2024-03-27
10418768,Restaurant,NA - Not Applicable,2024-03-27
10418768,Restaurant,C - Crucial,2024-03-27
10418768,Restaurant,S - Significant,2024-03-27
10418768,Restaurant,N/A - Not Applicable,2024-04-04
10584561,Restaurant,M - Minor,2022-09-07
10584561,Restaurant,M - Minor,2023-08-30
10584561,Restaurant,S - Significant,2023-08-30
10584561,Restaurant,M - Minor,2023-08-30
10554463,Food Take Out,N/A - Not Applicable,2023-02-17
10554463,Food Take Out,N/A - Not Applicable,2024-01-02
10436018,Restaurant,N/A - Not Applicable,2022-12-07
10436018,Restaurant,N/A - Not Applicable,2023-01-11
10436018,Restaurant,N/A - Not Applicable,2023-10-16
10436018,Restaurant,M - Minor,2024-01-10
10436018,Restaurant,M - Minor,2024-01-10
10678571,Restaurant,S - Significant,2022-06-30
10678571,Restaurant,NA - Not Applicable,2023-02-02
10678571,Restaurant,S - Significant,2023-02-02
10678571,Restaurant,M - Minor,2023-02-02
10678571,Restaurant,N/A - Not Applicable,2023-07-06
10802025,Food Take Out,N/A - Not Applicable,2024-01-15
10571845,Restaurant,M - Minor,2022-11-30
10571845,Restaurant,M - Minor,2022-11-30
10571845,Restaurant,M - Minor,2022-11-30
10571845,Restaurant,NA - Not Applicable,2022-11-30
10571845,Restaurant,M - Minor,2023-03-16
10571845,Restaurant,NA - Not Applicable,2023-03-16
10571845,Restaurant,M - Minor,2023-03-16
10571845,Restaurant,M - Minor,2023-03-16
10571845,Restaurant,M - Minor,2023-03-16
10571845,Restaurant,S - Significant,2023-03-16
10571845,Restaurant,M - Minor,2023-03-16
10571845,Restaurant,S - Significant,2023-06-07
10571845,Restaurant,M - Minor,2023-06-07
10571845,Restaurant,M - Minor,2023-06-07
10571845,Restaurant,S - Significant,2023-11-06
10571845,Restaurant,M - Minor,2023-11-06
10571845,Restaurant,M - Minor,2023-11-06
10571845,Restaurant,M - Minor,2024-03-19
10571845,Restaurant,M - Minor,2024-06-14
10571845,Restaurant,M - Minor,2024-06-14
10571845,Restaurant,M - Minor,2024-06-14
10718819,Restaurant,N/A - Not Applicable,2022-08-19
10718819,Restaurant,N/A - Not Applicable,2023-01-25
10718819,Restaurant,N/A - Not Applicable,2024-04-29
10374744,Food Take Out,NA - Not Applicable,2022-08-29
10374744,Food Take Out,S - Significant,2022-08-29
10374744,Food Take Out,M - Minor,2023-02-15
10374744,Food Take Out,NA - Not Applicable,2023-02-15
10374744,Food Take Out,S - Significant,2023-02-15
10374744,Food Take Out,M - Minor,2023-02-15
10374744,Food Take Out,NA - Not Applicable,2023-07-19
10374744,Food Take Out,S - Significant,2023-07-19
10374744,Food Take Out,N/A - Not Applicable,2023-07-21
10374744,Food Take Out,M - Minor,2023-09-21
10374744,Food Take Out,S - Significant,2024-03-22
10374744,Food Take Out,NA - Not Applicable,2024-03-22
10814780,Food Take Out,M - Minor,2024-06-12
10814780,Food Take Out,M - Minor,2024-06-12
10762662,Restaurant,N/A - Not Applicable,2022-08-30
10762662,Restaurant,N/A - Not Applicable,2022-12-28
10762662,Restaurant,N/A - Not Applicable,2023-01-17
10762662,Restaurant,M - Minor,2023-03-10
10762662,Restaurant,M - Minor,2023-03-10
10762662,Restaurant,S - Significant,2023-03-10
10762662,Restaurant,S - Significant,2023-07-06
10762662,Restaurant,N/A - Not Applicable,2024-05-14
10561950,Restaurant,M - Minor,2023-07-24
10626750,Food Take Out,N/A - Not Applicable,2022-09-09
10626750,Food Take Out,M - Minor,2023-12-13
10626750,Food Take Out,M - Minor,2023-12-13
10626750,Food Take Out,N/A - Not Applicable,2024-06-14
10788197,Restaurant,M - Minor,2023-07-24
9006584,Restaurant,M - Minor,2022-06-23
9006584,Restaurant,M - Minor,2022-06-23
9006584,Restaurant,S - Significant,2022-08-09
9006584,Restaurant,M - Minor,2023-01-31
9006584,Restaurant,S - Significant,2023-05-23
9006584,Restaurant,M - Minor,2023-05-23
9006584,Restaurant,M - Minor,2023-11-07
9006584,Restaurant,M - Minor,2023-11-07
9006584,Restaurant,M - Minor,2024-01-29
10699547,Restaurant,N/A - Not Applicable,2023-03-24
10699547,Restaurant,N/A - Not Applicable,2023-10-26
10783440,Restaurant,S - Significant,2023-06-07
10783440,Restaurant,S - Significant,2023-06-07
10783440,Restaurant,N/A - Not Applicable,2023-11-30
10783440,Restaurant,M - Minor,2024-01-10
10783440,Restaurant,M - Minor,2024-01-10
10783440,Restaurant,M - Minor,2024-01-10
10764922,Food Take Out,M - Minor,2022-09-27
10764922,Food Take Out,NA - Not Applicable,2022-09-27
10764922,Food Take Out,N/A - Not Applicable,2023-06-19
10601150,Food Take Out,M - Minor,2022-06-27
10601150,Food Take Out,S - Significant,2022-06-27
10601150,Food Take Out,M - Minor,2023-01-19
10601150,Food Take Out,N/A - Not Applicable,2023-07-18
10601150,Food Take Out,N/A - Not Applicable,2024-05-08
10757638,Restaurant,N/A - Not Applicable,2022-06-29
10757638,Restaurant,M - Minor,2023-01-11
10757638,Restaurant,M - Minor,2023-08-28
10757638,Restaurant,M - Minor,2023-08-28
10757638,Restaurant,S - Significant,2024-02-09
10757638,Restaurant,S - Significant,2024-04-26
10766677,Restaurant,C - Crucial,2022-10-21
10766677,Restaurant,M - Minor,2022-10-21
10766677,Restaurant,S - Significant,2022-10-21
10766677,Restaurant,C - Crucial,2022-10-21
